,name,Title,comment,rating,ratin,,,,,,,,,,
102,shahedshanto14 April 2022,One Of The All Time Blockbuster Movie Of India Film Industry,"The story and screenplay of KGF 2 is awesome in one word. One scene after another inside the movie is so good and gives so much goosebump that the body will tremble at the sight. There are scenes like this in a movie that I have never seen before. I have never seen such scenes in Hollywood movies. Yash's entry scenes in the film - Adheera's entry scenes, action scenes, climax scenes, and even the post-credit scene are awesome. I salute the director of the film Prashanth Neel for giving such a movie as a gift. There is no hero to my knowledge that anyone can match the style, attitude, dialogue delivery expression of the hero of the film Yash. The heroine of the film Srinidhi Shetty's acting in the movie is very good. No one else can do the character that Sanjay Dutt has done as a villain in such a beautiful way. Raveena Tandon's performance is very remarkable and she has acted in a powerful character. The background music is even better which has helped a lot to enhance the movie. Complete family 'movie. No boring scenes. Everyone should see. If no one sees this movie then he will make a big mistake in his life. The movie is one of the best movies in the Indian film industry.",10-Oct,10,,,,,,,,,,
103,vivtiwari-315662 May 2022,Disappointed,"Disappointed to see, no where the movie is able to engage, director seems to be in hurry. KGF 1 had the struggle of hero for himself and oppressed people which involved viewers emotionally and this complimented by awesome music. These factors are are completely missing here. The movie is not able engage, it turns out to be just another masala movie.",04-Oct,4,,,,,,,,,,
104,aumesh-1086629 May 2022,KGF 2- Noisiest film ever made!,Noisiest film ever made! Digital effects produce impressions of a vast terrifying landscape. Illogical action scenes throughout n storyline is extremely weak. But Yash presentation on screen is 🔥.,05-Oct,5,,,,,,,,,,
105,senguptabittu14 April 2022,Kgf chapter 2 game changer cinema in India film industry,I just complete KGF chapter 2 after watching this film my mind is totally block I never expected this kind of making provide this film hats off to the film makers to make a such a brilliant film sometime KGF action feel like mad Max oh God you guys just go and watch this film it's totally worth watch hats off Prashant Neel and her vision he is a another SS Rajamouli.,10-Oct,10,,,,,,,,,,
106,bitansarkar-7657719 April 2022,Nonsensical and Overdramatic movie,There is no sense.,01-Oct,1,,,,,,,,,,
107,sameerlodaya18 April 2022,Action bonanza,Sameer lodaya,08-Oct,8,,,,,,,,,,
108,subodhd-7665424 April 2022,Just tpical 90s bollywood movies,"This is the worst movies i ever seen, no story line. One larger than life Hero, villian and their kingdom. Khatm. Only best part of the movie is BGM...",01-Oct,1,,,,,,,,,,
109,dhruvgera-7302214 April 2022,ROCKY: the monster,So KGF is a film that will entertain to the fullest a film which is a good film commercially and the characters in this Movie have bind the movie the biggest strength of the movie is it's characters. The story takes a bit of small twists and turns which excites you as an audience the entry of the cast will thrill you. Overall KGF is a total entertainer.,09-Oct,9,,,,,,,,,,
110,shovonbhattachrjee5 May 2022,This is The Best,"The storyline of this movie is just amazing and The acting is also Superb. This is a blockbuster cinema with an amazing story and acting. Although there are some suspences, the whole movie is based on a powerful full story. After a long time waits, we got this movie or we got a chance to with this movie. Overall a very very good movie actually not only good but also the best.",10-Oct,10,,,,,,,,,,
111,coolboy-8773814 May 2022,Overrated movie,"Same old cliche, violence without purpose.",01-Oct,1,,,,,,,,,,
112,nadkarnisumeet18 April 2022,An average fare.,Warning: Spoilers,05-Oct,5,,,,,,,,,,
113,prasannaprabhu17 April 2022,Worst movie,Waste of time and money . Bakwas movie.,01-Oct,1,,,,,,,,,,
114,ashokkvss17 April 2022,Worst screenplay,"Car chase scene on and off.poor screenplay, extraordinary acting by Yash and hirst half was a headache and 2 nd half was ok. Poor vfx work, continuous bgm without even having space for dialogues.i would like to say the director failed in executing the story and screenplay properly. Movie was clumsy. There are few good scenes apart from that.this is just my opinion & I felt my money was wasted & time too.",01-Oct,1,,,,,,,,,,
115,danwillsoncat26 April 2022,Another movie in which hero is invincible,Typical old south indian type movie 'one man army'. Hero can kill millions and has a brain more powerful than einstein. Even simple dialogue delivered with full sound and slow motion which make no sense. This movie is for brain dead people.,01-Oct,1,,,,,,,,,,
116,saurav-9032230 April 2022,Old masala hero and villain story wrapped under vfx,Based on rumors just watched this movie. Now just wanted to sleep for half of the day peacefully. Severe headache because of unnecessary fights scenes and gun sound.,02-Oct,2,,,,,,,,,,
117,arunpushpa14 April 2022,Kannada's Golden Film,"Everyone's performance was top notch. Direction, screenplay, cinematography, bgm, acting was lit.",10-Oct,10,,,,,,,,,,
118,pandeyabhishesh18 April 2022,Worst movie ever,1 because of there is no option of 0. Movies like a game. Sound effects are to loud and only trying to show yesh as God.,01-Oct,1,,,,,,,,,,
119,itisfriendsnfamily17 April 2022,Worst Movie,Such a waste of time. It's the most nonsense movie I have ever watched. KRK's review is absolutely right. Too much Slo-Mo scenes But Sanjay Dutt looks awesome.,01-Oct,1,,,,,,,,,,
120,advravituteja17 April 2022,Overhyped for no reason,"The movie is just like a person without backbone, it has good action and filmography but story and direction which is most important for movie is worst. The movie is full of plotholes and many points in story just don't connect. Unlike other good gangster movies where everything done as a plan by gangster is explained, in kgf, rocky is just making things happen without things being explained to viewers. Story is so predictable, in almost quarter of movie, you will know what will happen in end. Kgf 1 was good but this one is just pouring money is filmography and savageness while neglecting most important part of a movie, the story. Dialogues are cringe most of time, except for rocky and adheera, other characters are too shallow and the goal of not a single character seemed defined.",04-Oct,4,,,,,,,,,,
121,lotekguy-16 June 2022,Huuuuge sequel dropoff despite massive budget,"KGF Chapter 1 was a bit muddled in parts, but offered a satisfying saga of a poor orphan who rose high in the criminal realm, but NEVER lost sight of his concern for the underclass, leading a slave revolt against overwhelming evil and power. He was a bad guy who was really good, making his ass-kicking scenes gratifying to watch.",04-Oct,4,,,,,,,,,,
122,juzergandhi4 May 2022,Waste of 3 hours of your life,There is undoubtedly no more a horrible and drag movie ever seen by me.,01-Oct,1,,,,,,,,,,
123,jomy-augustine16 April 2022,Mixed opinion,"Yash, as expected was the same invincible human without any logical superpower... Sanjay Dutt looked funny instead of scary and did not come any closer to the thrilling performance of Ramachandra/Garuda. Poor sound edits. A thing I didn't understand was why do they bomb KGF even after knowing Rocky and his people were not there? 🤔🤔 Firing visuals and dialogues were thrilling though.",07-Oct,7,,,,,,,,,,
124,ytdreamangel14 April 2022,History Created Mass Action and Story Line,Rocky Bhai and Sanju Baba Done it very well. One of the best film of the year 🔥 Prasant Neel Direction is top notch. Record Opening Day Loading. Long run will help to make thousand crore in Indian Box Office. Don't Miss.,10-Oct,10,,,,,,,,,,
125,miltontalukder-5785831 July 2022,Pan Indian Blockbuster Action Thriller Movie,"A Story of mother & Son . Mother wants to her son would became a rich man . Son (Rocky) Promise to his mother that he (rocky) become a rich of the the world. Now, In KGF Chapter 2 Rocky Become a Top rich man of the world. Mind Blowing Story, Screenplay, Direction.",10-Oct,10,,,,,,,,,,
126,fasilalexander14 April 2022,Mass And Rocking,Thrill Thrill Thrill.... The Movie Was Awesome. And Its Fully Back Ground Music And Mass Dialogues . And The Screenplay Was Very Good. We Will Watch The Movie Full Without Boring. Only Some Lags. But Movie Is Perfect..,08-Oct,8,,,,,,,,,,
127,sayedabidali14 April 2022,Phenomenal Movie.,"I don't have any words to appreciate this Blockbuster movie. After watching this epic film I felt totally speechless and I felt emotional during watching it. I want to appreciate the Exceptional Pan-India Megastar Rocking Yash for brilliantly portraying his acting and I want to appreciate both the actors who portrayed the role of antagonists in this Film Sanju Baba and Raveena Tandon and I want to appreciate the Director Prashanth Neel for accurately directing this Masterpiece and last but not the least I want to appreciate all the cast, crew members, cinematographer, writer, editor, background music score artist for creating outstanding background music, etc for making this movie possible and making it an emotion to the KGF fandom.",10-Oct,10,,,,,,,,,,
128,Nebzyl15 April 2022,What a movie!!!,"My honest opinion is that, this movie is just like the first chapter, no more no less. With its hype, we had a very high expectations but it could not meet those expectations. This does not mean the movie is disappointing, everything is just like the its previous chapter and I enjoyed each and every part of it. This movie is totally worth watching for its scale, dialogue and action. Don't have any expectations. No expectations, no disappointment. I personally wish, something had to be different for it to become a masterpiece.",08-Oct,8,,,,,,,,,,
